what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776582008
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1369776589739
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776591428
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776611460
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776615095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776637222
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776641165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776654596
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776658532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776665237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776668746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776677665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776684431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776690250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1369776701270
inspection,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"tbc",1369776701290
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1369776848485
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1369776863630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369776963355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369777119678
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1369777126623
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1369777141394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369777164098
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1369777175564
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369777175602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1369777180091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369777183962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369777231123
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1369777237061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369777288531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369777302554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369777489399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369778532684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369778539454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369778541777
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1369778541963
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1369778542163
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1369778542168
stopped,bundle,org.topbraidcomposer.calais,4.1.0.v20121228-2356R,"org.topbraidcomposer.calais",1369778542275
stopped,bundle,org.topbraid.calais,4.1.0.v20121228-2356R,"org.topbraid.calais",1369778542276
stopped,bundle,org.topbraidcomposer.editors.ontology,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ontology",1369778542276
stopped,bundle,org.topbraidcomposer.html,4.1.0.v20121228-2356R,"org.topbraidcomposer.html",1369778542276
stopped,bundle,org.topbraidcomposer.spin.box,4.1.0.v20121228-2356R,"org.topbraidcomposer.spin.box",1369778542276
stopped,bundle,org.topbraidcomposer.gef.diagram,4.1.0.v20121228-2356R,"org.topbraidcomposer.gef.diagram",1369778542276
stopped,bundle,org.topbraidcomposer.owlim,4.1.0.v20121228-2356R,"org.topbraidcomposer.owlim",1369778542276
stopped,bundle,org.topbraidcomposer.rules,4.1.0.v20121228-2356R,"org.topbraidcomposer.rules",1369778542276
