what,kind,bundleId,bundleVersion,description,time
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1375821738192
started,bundle,org.topbraid.partialimport,4.1.0.v20121228-2356R,"org.topbraid.partialimport",1375821743984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375821744435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375821745106
opened,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375821745261
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375821745307
started,bundle,org.topbraidcomposer.operations,4.1.0.v20121228-2356R,"org.topbraidcomposer.operations",1375821745495
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1375821745721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1375821774022
inspection,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"tbc",1375821774034
opened,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375821778374
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375821778404
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1375821790098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375821799732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375822097064
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1375822097081
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375822112175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375822116362
opened,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.instances",1375822116439
opening,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"ttl",1375822120577
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375822124273
started,bundle,org.topbraidcomposer.refactoring,4.1.0.v20121228-2356R,"org.topbraidcomposer.refactoring",1375822142272
opened,view,org.topbraidcomposer.refactoring,4.1.0.v20121228-2356R,"org.topbraidcomposer.refactoring.triples",1375822142319
activated,view,org.topbraidcomposer.refactoring,4.1.0.v20121228-2356R,"org.topbraidcomposer.refactoring.triples",1375822142346
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375822142491
activated,view,org.topbraidcomposer.refactoring,4.1.0.v20121228-2356R,"org.topbraidcomposer.refactoring.triples",1375822146515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375822216566
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375822238612
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375822238623
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1375822252271
