what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1375392732074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1375392763682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392785677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392808030
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392811400
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1375392827254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392863799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392869658
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392869706
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1375392874127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1375392884501
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1375392894453
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392896901
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392900973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392901717
opening,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"ttl",1375392902535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392902596
error,log,,,"Warning: Error during import.  The import will be ignored\nbut as a result the model may be incomplete.\n\nThe following URIs could not be imported: <http://example.org/TEST> ",1375392903761
opened,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392904092
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392904115
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392904125
opened,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392904296
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392904320
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392904327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392904336
opened,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392904585
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392904633
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392904641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392915118
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392920612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1375392925301
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392927421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392933432
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1375392933447
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.imports",1375392937439
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392950027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1375392951556
