what,kind,bundleId,bundleVersion,description,time
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1364836021067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364836032334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364837187287
started,bundle,org.eclipse.help.base,3.6.0.v201106131736,"org.eclipse.help.base",1364837191988
started,bundle,org.eclipse.help.ui,3.5.100.v20110425,"org.eclipse.help.ui",1364837192002
started,bundle,org.topbraid.lib.jetty,4.1.0.v20121228-2356R,"org.topbraid.lib.jetty",1364837192028
started,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1364837192101
started,bundle,org.eclipse.equinox.http.servlet,1.1.200.v20110502,"org.eclipse.equinox.http.servlet",1364837192145
started,bundle,org.eclipse.equinox.http.registry,1.1.100.v20110502,"org.eclipse.equinox.http.registry",1364837192338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.help.helpContents",1364837192594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364837192659
started,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1364837205113
started,bundle,org.eclipse.equinox.jsp.jasper,1.0.300.v20110502,"org.eclipse.equinox.jsp.jasper",1364837205117
started,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1364837205149
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1364837252478
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1364837252494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364837258323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364837262606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364837367657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364837461973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364838889582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364838894005
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364838941646
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1364838951045
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1364838951920
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1364838953003
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1364838953766
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1364838955560
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1364838956340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1364838959334
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364838963815
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364838970357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1364838974366
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1364838982138
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1364839006825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364839010018
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1364839014877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364839014909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364839032746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364839110476
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1364839114433
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1364839115128
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1364839116474
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1364839117208
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1364839118818
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1364839119461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1364839125075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364839129672
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1364839137123
