what,kind,bundleId,bundleVersion,description,time
inspection,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"tbc",1376331568757
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1376331582933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331585491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331594475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331598458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331614757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331617446
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331620559
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1376331624847
activated,view,org.topbraidcomposer.ui,4.1.0.v20121228-2356R,"org.topbraidcomposer.ui.views.basket",1376331629015
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1376331630572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1376331665578
inspection,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"tbc",1376331665588
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1376331720178
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1376331723633
activated,view,org.topbraidcomposer.ui,4.1.0.v20121228-2356R,"org.topbraidcomposer.ui.views.basket",1376331725578
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1376331726840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1376331795082
inspection,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"tbc",1376331795091
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1376331813378
activated,view,org.topbraidcomposer.ui,4.1.0.v20121228-2356R,"org.topbraidcomposer.ui.views.basket",1376331817256
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1376331818856
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1376331890276
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331893446
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331897146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331918639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331929446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1376331958280
inspection,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"tbc",1376331958293
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1376331960899
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1376331964927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331971407
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376331976575
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1376332118383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376332122256
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376332129259
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1376332142592
opened,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.domain",1376332153951
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.domain",1376332153966
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1376332175968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376332190204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376332201010
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1376332207150
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1376332211430
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1376332226526
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1376332230021
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1376332234852
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1376332239562
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1376332255174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376332256805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376332257694
activated,view,org.topbraidcomposer.ui,4.1.0.v20121228-2356R,"org.topbraidcomposer.ui.views.basket",1376332263264
