what,kind,bundleId,bundleVersion,description,time
started,bundle,org.topbraidcomposer.xsdcalendar,4.1.0.v20121228-2356R,"org.topbraidcomposer.xsdcalendar",1371476278311
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110523-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1371476278311
os,sysinfo,,,"win32",1371476278319
arch,sysinfo,,,"x86_64",1371476278319
ws,sysinfo,,,"win32",1371476278319
locale,sysinfo,,,"en_US",1371476278319
processors,sysinfo,,,"4",1371476278319
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1371476278319
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1371476278319
java.specification.name,sysinfo,,,"Java Platform API Specification",1371476278319
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1371476278319
java.specification.version,sysinfo,,,"1.6",1371476278319
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1371476278319
java.version,sysinfo,,,"1.6.0_26",1371476278319
java.vm.info,sysinfo,,,"mixed mode",1371476278319
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1371476278319
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1371476278319
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1371476278319
java.vm.specification.version,sysinfo,,,"1.0",1371476278319
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1371476278319
java.vm.version,sysinfo,,,"20.1-b02",1371476278320
started,bundle,org.topbraidcomposer.usagedata.ui,4.1.0.v20121228-2356R,"org.topbraidcomposer.usagedata.ui",1371476278326
starting,topbraid,org.topbraidcomposer.gef,4.1.0.v20121228-2356R,"",1371476278327
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371476439879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371476443720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371476449569
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371476481036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371494790575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371494801227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371495627045
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371495627056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371495642303
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496133725
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496141835
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496255484
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371496272452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496274933
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371496280099
started,bundle,org.topbraidcomposer.operations,4.1.0.v20121228-2356R,"org.topbraidcomposer.operations",1371496280125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496280148
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371496282759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496300066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496362941
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1371496382919
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371496391641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1371496393356
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1371496399438
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371496400167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496402863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496409547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1371496411646
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1371496416044
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371496416708
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371496427239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496474087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496575252
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371496578920
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371496587213
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1371496662775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496662817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496672237
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371496677393
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496683001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496696116
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371496710249
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1371496718063
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371496720656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496723997
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496724591
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496725456
opened,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371496725789
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371496725832
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371496725838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496725887
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1371496734801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496734845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496754004
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371496760203
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371496767072
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371496773726
inspection,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"tbc",1371496773740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371496974498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371499853454
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371499853475
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371499858769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371499871421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371500351530
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371500377344
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371500411621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371500420701
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371501992125
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371502002156
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371502006364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371502015582
