what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371233398567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371233453807
activated,view,org.topbraidcomposer.sparql,4.1.0.v20121228-2356R,"org.topbraidcomposer.sparql.view",1371233457773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371233461596
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371233482376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371233482488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371233485429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371233489983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371233519251
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371233519383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371233522095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371233527176
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371235156932
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371235160552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371235160561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371235162431
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371235170358
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.instances",1371235176229
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371235183165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371235201795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371235892225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371235897548
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371236666455
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371236671725
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371236677171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371236788877
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371236790725
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371236792667
inspection,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"tbc",1371236792690
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371236797983
closed,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371236797983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371236918655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371237097516
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371237124665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371237253423
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371237253822
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1371237272956
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1371237273169
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1371237276578
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1371237276693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371237287866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371237324281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371237324479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371237398780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238256213
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371238256218
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1371238263696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238273083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238342093
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371238342114
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371238357898
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371238415774
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371238422659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238469387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238476692
activated,view,org.topbraidcomposer.ui,4.1.0.v20121228-2356R,"org.topbraidcomposer.ui.views.basket",1371238483998
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371238523773
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1371238585354
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371238597599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238608752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238639640
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371238639657
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371238676130
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1371238723055
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371238729150
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1371238742681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238746843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238747967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371238750218
inspection,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"tbc",1371238750235
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371238880892
inspection,graphstore,org.topbraid.turtle,4.1.0.v20121228-2356R,"tbc",1371238880907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238932519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238937411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371238943038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371239698652
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371239748742
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1371239763748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371240210631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371240213171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371240216703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371243419789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371243729940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371244327385
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371244335413
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371244335623
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371244336001
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371244336254
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371244336449
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1371244370243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371244385244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371244387920
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371244388075
stopped,bundle,org.topbraidcomposer.calais,4.1.0.v20121228-2356R,"org.topbraidcomposer.calais",1371244388300
stopped,bundle,org.topbraid.calais,4.1.0.v20121228-2356R,"org.topbraid.calais",1371244388300
