what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376598250769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376598250794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376598582613
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1376598582628
activated,view,org.topbraidcomposer.ui,4.1.0.v20121228-2356R,"org.topbraidcomposer.ui.views.basket",1376598598222
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1376598599099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1376598614203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1376598620021
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376598624511
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376598635691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1376598639020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1376598705154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376598800117
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376598902642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376599030737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376599357873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376599361124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376599485610
activated,editor,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ResourceEditor",1376599493276
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1376599575310
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1376599586396
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1376599606031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376599611676
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1376599619570
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1376599621963
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1376599643888
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1376599661278
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.subclassestree",1376599730110
activated,view,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation.propertiestree",1376599743512
