what,kind,bundleId,bundleVersion,description,time
started,bundle,org.topbraidcomposer.widgets,4.1.0.v20121228-2356R,"org.topbraidcomposer.widgets",1372253048982
started,bundle,org.topbraidcomposer.xsdcalendar,4.1.0.v20121228-2356R,"org.topbraidcomposer.xsdcalendar",1372253048982
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110523-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1372253048982
os,sysinfo,,,"win32",1372253048985
arch,sysinfo,,,"x86_64",1372253048985
ws,sysinfo,,,"win32",1372253048985
locale,sysinfo,,,"en_US",1372253048985
processors,sysinfo,,,"4",1372253048985
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1372253048985
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1372253048985
java.specification.name,sysinfo,,,"Java Platform API Specification",1372253048985
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1372253048985
java.specification.version,sysinfo,,,"1.6",1372253048985
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1372253048985
java.version,sysinfo,,,"1.6.0_26",1372253048985
java.vm.info,sysinfo,,,"mixed mode",1372253048985
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1372253048985
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1372253048985
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1372253048985
java.vm.specification.version,sysinfo,,,"1.0",1372253048985
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1372253048985
java.vm.version,sysinfo,,,"20.1-b02",1372253048985
started,bundle,org.topbraidcomposer.usagedata.ui,4.1.0.v20121228-2356R,"org.topbraidcomposer.usagedata.ui",1372253048988
starting,topbraid,org.topbraidcomposer.gef,4.1.0.v20121228-2356R,"",1372253048988
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372253460416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372280919164
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372280919191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372280921329
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372280921451
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1372280921686
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1372280921693
stopped,bundle,org.topbraidcomposer.calais,4.1.0.v20121228-2356R,"org.topbraidcomposer.calais",1372280921834
stopped,bundle,org.topbraid.calais,4.1.0.v20121228-2356R,"org.topbraid.calais",1372280921835
stopped,bundle,org.topbraidcomposer.editors.ontology,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.ontology",1372280921835
stopped,bundle,org.topbraidcomposer.html,4.1.0.v20121228-2356R,"org.topbraidcomposer.html",1372280921835
stopped,bundle,org.topbraidcomposer.spin.box,4.1.0.v20121228-2356R,"org.topbraidcomposer.spin.box",1372280921835
stopped,bundle,org.topbraidcomposer.gef.diagram,4.1.0.v20121228-2356R,"org.topbraidcomposer.gef.diagram",1372280921835
stopped,bundle,org.topbraidcomposer.owlim,4.1.0.v20121228-2356R,"org.topbraidcomposer.owlim",1372280921835
stopped,bundle,org.topbraidcomposer.rules,4.1.0.v20121228-2356R,"org.topbraidcomposer.rules",1372280921836
stopped,bundle,org.topbraidcomposer.spin,4.1.0.v20121228-2356R,"org.topbraidcomposer.spin",1372280921836
stopped,bundle,org.topbraidcomposer.inference,4.1.0.v20121228-2356R,"org.topbraidcomposer.inference",1372280921836
stopped,bundle,org.topbraidcomposer.navigation,4.1.0.v20121228-2356R,"org.topbraidcomposer.navigation",1372280921836
stopped,bundle,org.topbraidcomposer.refactoring,4.1.0.v20121228-2356R,"org.topbraidcomposer.refactoring",1372280921836
stopped,bundle,org.topbraidcomposer.editors.actions,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.actions",1372280921836
stopped,bundle,org.topbraidcomposer.gef.graph,4.1.0.v20121228-2356R,"org.topbraidcomposer.gef.graph",1372280921836
stopped,bundle,org.topbraidcomposer.sparql,4.1.0.v20121228-2356R,"org.topbraidcomposer.sparql",1372280921836
stopped,bundle,org.topbraidcomposer.editors.forms,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.forms",1372280921837
stopped,bundle,org.topbraidcomposer.editors.forms.layout,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.forms.layout",1372280921837
stopped,bundle,org.topbraidcomposer.forms,4.1.0.v20121228-2356R,"org.topbraidcomposer.forms",1372280921837
stopped,bundle,org.topbraidcomposer.xsdcalendar,4.1.0.v20121228-2356R,"org.topbraidcomposer.xsdcalendar",1372280921837
stopped,bundle,org.topbraidcomposer.widgets,4.1.0.v20121228-2356R,"org.topbraidcomposer.widgets",1372280921837
stopped,bundle,org.topbraidcomposer.d2rq,4.1.0.v20121228-2356R,"org.topbraidcomposer.d2rq",1372280921837
stopped,bundle,org.topbraidcomposer.editors.rdfsource,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors.rdfsource",1372280921837
stopped,bundle,org.topbraidcomposer.gef,4.1.0.v20121228-2356R,"org.topbraidcomposer.gef",1372280921837
stopped,bundle,org.topbraidcomposer.oracle,4.1.0.v20121228-2356R,"org.topbraidcomposer.oracle",1372280921838
stopped,bundle,org.topbraidcomposer.sdb,4.1.0.v20121228-2356R,"org.topbraidcomposer.sdb",1372280921838
stopped,bundle,org.topbraidcomposer.sesame2,4.1.0.v20121228-2356R,"org.topbraidcomposer.sesame2",1372280921838
stopped,bundle,org.topbraidcomposer.tables,4.1.0.v20121228-2356R,"org.topbraidcomposer.tables",1372280921838
stopped,bundle,org.topbraidcomposer.tdb,4.1.0.v20121228-2356R,"org.topbraidcomposer.tdb",1372280921838
stopped,bundle,org.topbraidcomposer.editors,4.1.0.v20121228-2356R,"org.topbraidcomposer.editors",1372280921838
stopped,bundle,org.topbraidcomposer.feeds,4.1.0.v20121228-2356R,"org.topbraidcomposer.feeds",1372280921838
stopped,bundle,org.topbraidcomposer.markers,4.1.0.v20121228-2356R,"org.topbraidcomposer.markers",1372280921838
stopped,bundle,org.topbraidcomposer.matrix,4.1.0.v20121228-2356R,"org.topbraidcomposer.matrix",1372280921838
stopped,bundle,org.topbraidcomposer.operations,4.1.0.v20121228-2356R,"org.topbraidcomposer.operations",1372280921838
